,intraday,overnight,monthly,seasonal,longterm,Original,Frequencies
542,0j,0j,,0j,0j,,0.006187143981568358
543,0j,0j,,0j,0j,,0.0061985593763682996
544,0j,0j,,0j,0j,,0.006209974771168241
545,0j,0j,,0j,0j,,0.006221390165968183
546,0j,0j,,0j,0j,,0.006232805560768125
547,0j,0j,,0j,0j,,0.006244220955568066
548,0j,0j,,0j,0j,,0.006255636350368007
549,0j,0j,,0j,0j,,0.006267051745167949
550,0j,0j,,0j,0j,,0.006278467139967891
551,0j,0j,,0j,0j,,0.0062898825347678326
552,0j,0j,,0j,0j,,0.006301297929567774
553,0j,0j,,0j,0j,,0.006312713324367716
554,0j,0j,,0j,0j,,0.006324128719167658
555,0j,0j,,0j,0j,,0.006335544113967599
556,0j,0j,,0j,0j,,0.00634695950876754
557,0j,0j,,0j,0j,,0.006358374903567482
558,0j,0j,,0j,0j,,0.006369790298367424
559,0j,0j,,0j,0j,,0.0063812056931673656
560,0j,0j,,0j,0j,,0.006392621087967307
561,0j,0j,,0j,0j,,0.006404036482767249
562,0j,0j,,0j,0j,,0.00641545187756719
563,0j,0j,,0j,0j,,0.006426867272367132
564,0j,0j,,0j,0j,,0.006438282667167073
565,0j,0j,,0j,0j,,0.006449698061967015
566,0j,0j,,0j,0j,,0.006461113456766957
567,0j,0j,,0j,0j,,0.0064725288515668986
568,0j,0j,,0j,0j,,0.00648394424636684
569,0j,0j,,0j,0j,,0.006495359641166782
570,0j,0j,,0j,0j,,0.006506775035966723
571,0j,0j,,0j,0j,,0.006518190430766665
572,0j,0j,,0j,0j,,0.006529605825566606
573,0j,0j,,0j,0j,,0.006541021220366548
574,0j,0j,,0j,0j,,0.00655243661516649
575,0j,0j,,0j,0j,,0.0065638520099664316
576,0j,0j,,0j,0j,,0.006575267404766373
577,0j,0j,,0j,0j,,0.006586682799566314
578,0j,0j,,0j,0j,,0.006598098194366256
579,0j,0j,,0j,0j,,0.006609513589166198
580,0j,0j,,0j,0j,,0.006620928983966139
581,0j,0j,,0j,0j,,0.006632344378766081
582,0j,0j,,0j,0j,,0.006643759773566023
583,0j,0j,,0j,0j,,0.0066551751683659646
584,0j,0j,,0j,0j,,0.006666590563165906
585,0j,0j,,0j,0j,,0.006678005957965847
586,0j,0j,,0j,0j,,0.006689421352765789
587,0j,0j,,0j,0j,,0.006700836747565731
588,0j,0j,,0j,0j,,0.006712252142365672
589,0j,0j,,0j,0j,,0.006723667537165614
590,0j,0j,,0j,0j,,0.006735082931965556
591,0j,0j,,0j,0j,,0.0067464983267654976
592,0j,0j,,0j,0j,,0.006757913721565439
593,0j,0j,,0j,0j,,0.00676932911636538
594,0j,0j,,0j,0j,,0.006780744511165322
595,0j,0j,,0j,0j,,0.006792159905965264
596,0j,0j,,0j,0j,,0.006803575300765205
597,0j,0j,,0j,0j,,0.006814990695565147
598,0j,0j,,0j,0j,,0.006826406090365089
599,0j,0j,,0j,0j,,0.0068378214851650305
600,0j,0j,,0j,0j,,0.006849236879964971
601,0j,0j,,0j,0j,,0.006860652274764913
602,0j,0j,,0j,0j,,0.006872067669564855
603,0j,0j,,0j,0j,,0.006883483064364797
604,0j,0j,,0j,0j,,0.006894898459164738
605,0j,0j,,0j,0j,,0.00690631385396468
606,0j,0j,,0j,0j,,0.006917729248764622
607,0j,0j,,0j,0j,,0.0069291446435645635
608,0j,0j,,0j,0j,,0.006940560038364504
609,0j,0j,,0j,0j,,0.006951975433164446
610,0j,0j,,0j,0j,,0.006963390827964388
611,0j,0j,,0j,0j,,0.00697480622276433
612,0j,0j,,0j,0j,,0.006986221617564271
613,0j,0j,,0j,0j,,0.006997637012364213
614,0j,0j,,0j,0j,,0.007009052407164155
615,0j,0j,,0j,0j,,0.0070204678019640965
616,0j,0j,,0j,0j,,0.007031883196764037
617,0j,0j,,0j,0j,,0.007043298591563979
618,0j,0j,,0j,0j,,0.007054713986363921
619,0j,0j,,0j,0j,,0.007066129381163863
620,0j,0j,,0j,0j,,0.007077544775963804
621,0j,0j,,0j,0j,,0.007088960170763746
622,0j,0j,,0j,0j,,0.007100375565563688
623,0j,0j,,0j,0j,,0.007111790960363629
624,0j,0j,,0j,0j,,0.00712320635516357
625,0j,0j,,0j,0j,,0.007134621749963512
626,0j,0j,,0j,0j,,0.007146037144763454
627,0j,0j,,0j,0j,,0.007157452539563396
628,0j,0j,,0j,0j,,0.007168867934363337
629,0j,0j,,0j,0j,,0.007180283329163279
630,0j,0j,,0j,0j,,0.007191698723963221
631,0j,0j,,0j,0j,,0.007203114118763162
632,0j,0j,,0j,0j,,0.007214529513563103
633,0j,0j,,0j,0j,,0.007225944908363045
634,0j,0j,,0j,0j,,0.007237360303162987
635,0j,0j,,0j,0j,,0.007248775697962929
636,0j,0j,,0j,0j,,0.00726019109276287
637,0j,0j,,0j,0j,,0.007271606487562812
638,0j,0j,,0j,0j,,0.007283021882362754
639,0j,0j,,0j,0j,,0.007294437277162695
640,0j,0j,,0j,0j,,0.007305852671962636
641,0j,0j,,0j,0j,,0.007317268066762578
642,0j,0j,,0j,0j,,0.00732868346156252
643,0j,0j,,0j,0j,,0.007340098856362462
644,0j,0j,,0j,0j,,0.007351514251162403
645,0j,0j,,0j,0j,,0.007362929645962345
646,0j,0j,,0j,0j,,0.007374345040762286
647,0j,0j,,0j,0j,,0.007385760435562228
648,0j,0j,,0j,0j,,0.007397175830362169
649,0j,0j,,0j,0j,,0.007408591225162111
650,0j,0j,,0j,0j,,0.007420006619962053
651,0j,0j,,0j,0j,,0.007431422014761995
652,0j,0j,,0j,0j,,0.007442837409561936
653,0j,0j,,0j,0j,,0.007454252804361878
654,0j,0j,,0j,0j,,0.007465668199161819
655,0j,0j,,0j,0j,,0.007477083593961761
656,0j,0j,,0j,0j,,0.007488498988761702
657,0j,0j,,0j,0j,,0.007499914383561644
658,0j,0j,,0j,0j,,0.007511329778361586
659,0j,0j,,0j,0j,,0.007522745173161528
660,0j,0j,,0j,0j,,0.007534160567961469
661,0j,0j,,0j,0j,,0.007545575962761411
662,0j,0j,,0j,0j,,0.007556991357561352
663,0j,0j,,0j,0j,,0.007568406752361294
664,0j,0j,,0j,0j,,0.007579822147161235
665,0j,0j,,0j,0j,,0.007591237541961177
666,0j,0j,,0j,0j,,0.007602652936761119
667,0j,0j,,0j,0j,,0.007614068331561061
668,0j,0j,,0j,0j,,0.007625483726361002
669,0j,0j,,0j,0j,,0.007636899121160943
670,0j,0j,,0j,0j,,0.007648314515960885
671,0j,0j,,0j,0j,,0.007659729910760827
672,0j,0j,,0j,0j,,0.007671145305560768
673,0j,0j,,0j,0j,,0.00768256070036071
674,0j,0j,,0j,0j,,0.007693976095160652
675,0j,0j,,0j,0j,,0.007705391489960594
676,0j,0j,,0j,0j,,0.007716806884760535
677,0j,0j,,0j,0j,,0.007728222279560476
678,0j,0j,,0j,0j,,0.007739637674360418
679,0j,0j,,0j,0j,,0.00775105306916036
680,0j,0j,,0j,0j,,0.007762468463960301
681,0j,0j,,0j,0j,,0.007773883858760243
682,0j,0j,,0j,0j,,0.007785299253560185
683,0j,0j,,0j,0j,,0.007796714648360127
684,0j,0j,,0j,0j,,0.0078081300431600675
685,0j,0j,,0j,0j,,0.00781954543796001
686,0j,0j,,0j,0j,,0.007830960832759951
687,0j,0j,,0j,0j,,0.007842376227559893
688,0j,0j,,0j,0j,,0.007853791622359834
689,0j,0j,,0j,0j,,0.007865207017159776
690,0j,0j,,0j,0j,,0.007876622411959718
691,0j,0j,,0j,0j,,0.00788803780675966
692,0j,0j,,0j,0j,,0.007899453201559601
693,0j,0j,,0j,0j,,0.007910868596359543
694,0j,0j,,0j,0j,,0.007922283991159485
695,0j,0j,,0j,0j,,0.007933699385959427
696,0j,0j,,0j,0j,,0.007945114780759367
697,0j,0j,,0j,0j,,0.007956530175559308
698,0j,0j,,0j,0j,,0.00796794557035925
699,0j,0j,,0j,0j,,0.007979360965159192
700,0j,0j,,0j,0j,,0.007990776359959133
701,0j,0j,,0j,0j,,0.008002191754759075
702,0j,0j,,0j,0j,,0.008013607149559017
703,0j,0j,,0j,0j,,0.008025022544358959
704,0j,0j,,0j,0j,,0.0080364379391589
705,0j,0j,,0j,0j,,0.008047853333958842
706,0j,0j,,0j,0j,,0.008059268728758784
707,0j,0j,,0j,0j,,0.008070684123558726
708,0j,0j,,0j,0j,,0.008082099518358667
709,0j,0j,,0j,0j,,0.008093514913158609
710,0j,0j,,0j,0j,,0.00810493030795855
711,0j,0j,,0j,0j,,0.00811634570275849
712,0j,0j,,0j,0j,,0.008127761097558433
713,0j,0j,,0j,0j,,0.008139176492358374
714,0j,0j,,0j,0j,,0.008150591887158316
715,0j,0j,,0j,0j,,0.008162007281958258
716,0j,0j,,0j,0j,,0.0081734226767582
717,0j,0j,,0j,0j,,0.008184838071558141
718,0j,0j,,0j,0j,,0.008196253466358083
719,0j,0j,,0j,0j,,0.008207668861158025
720,0j,0j,,0j,0j,,0.008219084255957966
721,0j,0j,,0j,0j,,0.008230499650757908
722,0j,0j,,0j,0j,,0.00824191504555785
723,0j,0j,,0j,0j,,0.008253330440357792
724,0j,0j,,0j,0j,,0.008264745835157733
725,0j,0j,,0j,0j,,0.008276161229957675
726,0j,0j,,0j,0j,,0.008287576624757615
727,0j,0j,,0j,0j,,0.008298992019557557
728,0j,0j,,0j,0j,,0.008310407414357499
729,0j,0j,,0j,0j,,0.00832182280915744
730,0j,0j,,0j,0j,,0.008333238203957382
731,0j,0j,,0j,0j,,0.008344653598757324
732,0j,0j,,0j,0j,,0.008356068993557265
733,0j,0j,,0j,0j,,0.008367484388357207
734,0j,0j,,0j,0j,,0.008378899783157149
735,0j,0j,,0j,0j,,0.00839031517795709
736,0j,0j,,0j,0j,,0.008401730572757032
737,0j,0j,,0j,0j,,0.008413145967556974
738,0j,0j,,0j,0j,,0.008424561362356916
739,0j,0j,,0j,0j,,0.008435976757156858
740,0j,0j,,0j,0j,,0.0084473921519568
741,0j,0j,,0j,0j,,0.008458807546756741
742,0j,0j,,0j,0j,,0.008470222941556681
743,0j,0j,,0j,0j,,0.008481638336356623
744,0j,0j,,0j,0j,,0.008493053731156565
745,0j,0j,,0j,0j,,0.008504469125956506
746,0j,0j,,0j,0j,,0.008515884520756448
747,0j,0j,,0j,0j,,0.00852729991555639
748,0j,0j,,0j,0j,,0.008538715310356331
749,0j,0j,,0j,0j,,0.008550130705156273
750,0j,0j,,0j,0j,,0.008561546099956215
751,0j,0j,,0j,0j,,0.008572961494756157
752,0j,0j,,0j,0j,,0.008584376889556098
753,0j,0j,,0j,0j,,0.00859579228435604
754,0j,0j,,0j,0j,,0.008607207679155982
755,0j,0j,,0j,0j,,0.008618623073955924
756,0j,0j,,0j,0j,,0.008630038468755865
757,0j,0j,,0j,0j,,0.008641453863555805
758,0j,0j,,0j,0j,,0.008652869258355747
759,0j,0j,,0j,0j,,0.008664284653155689
760,0j,0j,,0j,0j,,0.00867570004795563
761,0j,0j,,0j,0j,,0.008687115442755572
762,0j,0j,,0j,0j,,0.008698530837555514
763,0j,0j,,0j,0j,,0.008709946232355456
764,0j,0j,,0j,0j,,0.008721361627155397
765,0j,0j,,0j,0j,,0.00873277702195534
766,0j,0j,,0j,0j,,0.008744192416755281
767,0j,0j,,0j,0j,,0.008755607811555223
768,0j,0j,,0j,0j,,0.008767023206355164
769,0j,0j,,0j,0j,,0.008778438601155106
770,0j,0j,,0j,0j,,0.008789853995955048
771,0j,0j,,0j,0j,,0.00880126939075499
772,0j,0j,,0j,0j,,0.00881268478555493
773,0j,0j,,0j,0j,,0.008824100180354871
774,0j,0j,,0j,0j,,0.008835515575154813
775,0j,0j,,0j,0j,,0.008846930969954755
776,0j,0j,,0j,0j,,0.008858346364754697
777,0j,0j,,0j,0j,,0.008869761759554638
778,0j,0j,,0j,0j,,0.00888117715435458
779,0j,0j,,0j,0j,,0.008892592549154522
780,0j,0j,,0j,0j,,0.008904007943954463
781,0j,0j,,0j,0j,,0.008915423338754405
782,0j,0j,,0j,0j,,0.008926838733554347
783,0j,0j,,0j,0j,,0.008938254128354289
784,0j,0j,,0j,0j,,0.00894966952315423
785,0j,0j,,0j,0j,,0.008961084917954172
786,0j,0j,,0j,0j,,0.008972500312754114
787,0j,0j,,0j,0j,,0.008983915707554056
788,0j,0j,,0j,0j,,0.008995331102353996
789,0j,0j,,0j,0j,,0.009006746497153937
790,0j,0j,,0j,0j,,0.009018161891953879
791,0j,0j,,0j,0j,,0.00902957728675382
792,0j,0j,,0j,0j,,0.009040992681553763
793,0j,0j,,0j,0j,,0.009052408076353704
794,0j,0j,,0j,0j,,0.009063823471153646
795,0j,0j,,0j,0j,,0.009075238865953588
796,0j,0j,,0j,0j,,0.00908665426075353
797,0j,0j,,0j,0j,,0.009098069655553471
798,0j,0j,,0j,0j,,0.009109485050353413
799,0j,0j,,0j,0j,,0.009120900445153355
800,0j,0j,,0j,0j,,0.009132315839953296
801,0j,0j,,0j,0j,,0.009143731234753238
802,0j,0j,,0j,0j,,0.00915514662955318
803,0j,0j,,0j,0j,,0.00916656202435312
804,0j,0j,,0j,0j,,0.009177977419153062
805,0j,0j,,0j,0j,,0.009189392813953003
806,0j,0j,,0j,0j,,0.009200808208752945
807,0j,0j,,0j,0j,,0.009212223603552887
808,0j,0j,,0j,0j,,0.009223638998352829
809,0j,0j,,0j,0j,,0.00923505439315277
810,0j,0j,,0j,0j,,0.009246469787952712
811,0j,0j,,0j,0j,,0.009257885182752654
812,0j,0j,,0j,0j,,0.009269300577552595
813,0j,0j,,0j,0j,,0.009280715972352537
814,0j,0j,,0j,0j,,0.009292131367152479
815,0j,0j,,0j,0j,,0.00930354676195242
816,0j,0j,,0j,0j,,0.009314962156752362
817,0j,0j,,0j,0j,,0.009326377551552304
818,0j,0j,,0j,0j,,0.009337792946352244
819,0j,0j,,0j,0j,,0.009349208341152186
820,0j,0j,,0j,0j,,0.009360623735952128
821,0j,0j,,0j,0j,,0.00937203913075207
822,0j,0j,,0j,0j,,0.009383454525552011
823,0j,0j,,0j,0j,,0.009394869920351953
824,0j,0j,,0j,0j,,0.009406285315151895
825,0j,0j,,0j,0j,,0.009417700709951836
826,0j,0j,,0j,0j,,0.009429116104751778
827,0j,0j,,0j,0j,,0.00944053149955172
828,0j,0j,,0j,0j,,0.009451946894351661
829,0j,0j,,0j,0j,,0.009463362289151603
830,0j,0j,,0j,0j,,0.009474777683951545
831,0j,0j,,0j,0j,,0.009486193078751487
832,0j,0j,,0j,0j,,0.009497608473551428
833,0j,0j,,0j,0j,,0.009509023868351368
834,0j,0j,,0j,0j,,0.00952043926315131
835,0j,0j,,0j,0j,,0.009531854657951252
836,0j,0j,,0j,0j,,0.009543270052751194
837,0j,0j,,0j,0j,,0.009554685447551135
838,0j,0j,,0j,0j,,0.009566100842351077
839,0j,0j,,0j,0j,,0.009577516237151019
840,0j,0j,,0j,0j,,0.00958893163195096
841,0j,0j,,0j,0j,,0.009600347026750902
842,0j,0j,,0j,0j,,0.009611762421550844
843,0j,0j,,0j,0j,,0.009623177816350786
844,0j,0j,,0j,0j,,0.009634593211150727
845,0j,0j,,0j,0j,,0.00964600860595067
846,0j,0j,,0j,0j,,0.009657424000750611
847,0j,0j,,0j,0j,,0.009668839395550553
848,0j,0j,,0j,0j,,0.009680254790350494
849,0j,0j,,0j,0j,,0.009691670185150434
850,0j,0j,,0j,0j,,0.009703085579950376
851,0j,0j,,0j,0j,,0.009714500974750318
852,0j,0j,,0j,0j,,0.00972591636955026
853,0j,0j,,0j,0j,,0.009737331764350201
854,0j,0j,,0j,0j,,0.009748747159150143
855,0j,0j,,0j,0j,,0.009760162553950085
856,0j,0j,,0j,0j,,0.009771577948750026
857,0j,0j,,0j,0j,,0.009782993343549968
858,0j,0j,,0j,0j,,0.00979440873834991
859,0j,0j,,0j,0j,,0.009805824133149852
860,0j,0j,,0j,0j,,0.009817239527949793
861,0j,0j,,0j,0j,,0.009828654922749735
862,0j,0j,,0j,0j,,0.009840070317549677
863,0j,0j,,0j,0j,,0.009851485712349619
864,0j,0j,,0j,0j,,0.009862901107149559
865,0j,0j,,0j,0j,,0.0098743165019495
866,0j,0j,,0j,0j,,0.009885731896749442
867,0j,0j,,0j,0j,,0.009897147291549384
868,0j,0j,,0j,0j,,0.009908562686349326
869,0j,0j,,0j,0j,,0.009919978081149267
870,0j,0j,,0j,0j,,0.009931393475949209
871,0j,0j,,0j,0j,,0.00994280887074915
872,0j,0j,,0j,0j,,0.009954224265549092
873,0j,0j,,0j,0j,,0.009965639660349034
874,0j,0j,,0j,0j,,0.009977055055148976
875,0j,0j,,0j,0j,,0.009988470449948918
876,0j,0j,,0j,0j,,0.00999988584474886
877,0j,0j,,0j,0j,,0.010011301239548801
878,0j,0j,,0j,0j,,0.010022716634348743
879,0j,0j,,0j,0j,,0.010034132029148683
880,0j,0j,,0j,0j,,0.010045547423948625
881,0j,0j,,0j,0j,,0.010056962818748566
882,0j,0j,,0j,0j,,0.010068378213548508
883,0j,0j,,0j,0j,,0.01007979360834845
884,0j,0j,,0j,0j,,0.010091209003148392
885,0j,0j,,0j,0j,,0.010102624397948333
886,0j,0j,,0j,0j,,0.010114039792748275
887,0j,0j,,0j,0j,,0.010125455187548217
888,0j,0j,,0j,0j,,0.010136870582348158
889,0j,0j,,0j,0j,,0.0101482859771481
890,0j,0j,,0j,0j,,0.010159701371948042
891,0j,0j,,0j,0j,,0.010171116766747984
892,0j,0j,,0j,0j,,0.010182532161547925
893,0j,0j,,0j,0j,,0.010193947556347867
894,0j,0j,,0j,0j,,0.010205362951147809
895,0j,0j,,0j,0j,,0.010216778345947749
896,0j,0j,,0j,0j,,0.01022819374074769
897,0j,0j,,0j,0j,,0.010239609135547632
898,0j,0j,,0j,0j,,0.010251024530347574
899,0j,0j,,0j,0j,,0.010262439925147516
900,0j,0j,,0j,0j,,0.010273855319947458
901,0j,0j,,0j,0j,,0.0102852707147474
902,0j,0j,,0j,0j,,0.010296686109547341
903,0j,0j,,0j,0j,,0.010308101504347283
904,0j,0j,,0j,0j,,0.010319516899147224
905,0j,0j,,0j,0j,,0.010330932293947166
906,0j,0j,,0j,0j,,0.010342347688747108
907,0j,0j,,0j,0j,,0.01035376308354705
908,0j,0j,,0j,0j,,0.010365178478346991
909,0j,0j,,0j,0j,,0.010376593873146933
910,0j,0j,,0j,0j,,0.010388009267946873
911,0j,0j,,0j,0j,,0.010399424662746815
912,0j,0j,,0j,0j,,0.010410840057546757
913,0j,0j,,0j,0j,,0.010422255452346698
914,0j,0j,,0j,0j,,0.01043367084714664
915,0j,0j,,0j,0j,,0.010445086241946582
916,0j,0j,,0j,0j,,0.010456501636746524
917,0j,0j,,0j,0j,,0.010467917031546465
918,0j,0j,,0j,0j,,0.010479332426346407
919,0j,0j,,0j,0j,,0.010490747821146349
920,0j,0j,,0j,0j,,0.01050216321594629
921,0j,0j,,0j,0j,,0.010513578610746232
922,0j,0j,,0j,0j,,0.010524994005546174
923,0j,0j,,0j,0j,,0.010536409400346116
924,0j,0j,,0j,0j,,0.010547824795146057
925,0j,0j,,0j,0j,,0.010559240189945997
926,0j,0j,,0j,0j,,0.01057065558474594
927,0j,0j,,0j,0j,,0.010582070979545881
928,0j,0j,,0j,0j,,0.010593486374345823
929,0j,0j,,0j,0j,,0.010604901769145764
930,0j,0j,,0j,0j,,0.010616317163945706
931,0j,0j,,0j,0j,,0.010627732558745648
932,0j,0j,,0j,0j,,0.01063914795354559
933,0j,0j,,0j,0j,,0.010650563348345531
934,0j,0j,,0j,0j,,0.010661978743145473
935,0j,0j,,0j,0j,,0.010673394137945415
936,0j,0j,,0j,0j,,0.010684809532745356
937,0j,0j,,0j,0j,,0.010696224927545298
938,0j,0j,,0j,0j,,0.01070764032234524
939,0j,0j,,0j,0j,,0.010719055717145182
940,0j,0j,,0j,0j,,0.010730471111945122
941,0j,0j,,0j,0j,,0.010741886506745063
942,0j,0j,,0j,0j,,0.010753301901545005
943,0j,0j,,0j,0j,,0.010764717296344947
944,0j,0j,,0j,0j,,0.010776132691144889
945,0j,0j,,0j,0j,,0.01078754808594483
946,0j,0j,,0j,0j,,0.010798963480744772
947,0j,0j,,0j,0j,,0.010810378875544714
948,0j,0j,,0j,0j,,0.010821794270344656
949,0j,0j,,0j,0j,,0.010833209665144597
950,0j,0j,,0j,0j,,0.010844625059944539
951,0j,0j,,0j,0j,,0.01085604045474448
952,0j,0j,,0j,0j,,0.010867455849544422
953,0j,0j,,0j,0j,,0.010878871244344364
954,0j,0j,,0j,0j,,0.010890286639144306
955,0j,0j,,0j,0j,,0.010901702033944248
956,0j,0j,,0j,0j,,0.010913117428744188
957,0j,0j,,0j,0j,,0.01092453282354413
958,0j,0j,,0j,0j,,0.010935948218344071
959,0j,0j,,0j,0j,,0.010947363613144013
960,0j,0j,,0j,0j,,0.010958779007943955
961,0j,0j,,0j,0j,,0.010970194402743896
962,0j,0j,,0j,0j,,0.010981609797543838
963,0j,0j,,0j,0j,,0.01099302519234378
964,0j,0j,,0j,0j,,0.011004440587143722
965,0j,0j,,0j,0j,,0.011015855981943663
966,0j,0j,,0j,0j,,0.011027271376743605
967,0j,0j,,0j,0j,,0.011038686771543547
968,0j,0j,,0j,0j,,0.011050102166343488
969,0j,0j,,0j,0j,,0.01106151756114343
970,0j,0j,,0j,0j,,0.011072932955943372
971,0j,0j,,0j,0j,,0.011084348350743312
972,0j,0j,,0j,0j,,0.011095763745543254
973,0j,0j,,0j,0j,,0.011107179140343195
974,0j,0j,,0j,0j,,0.011118594535143137
975,0j,0j,,0j,0j,,0.011130009929943079
976,0j,0j,,0j,0j,,0.01114142532474302
977,0j,0j,,0j,0j,,0.011152840719542962
978,0j,0j,,0j,0j,,0.011164256114342904
979,0j,0j,,0j,0j,,0.011175671509142846
980,0j,0j,,0j,0j,,0.011187086903942788
981,0j,0j,,0j,0j,,0.01119850229874273
982,0j,0j,,0j,0j,,0.011209917693542671
983,0j,0j,,0j,0j,,0.011221333088342613
984,0j,0j,,0j,0j,,0.011232748483142554
985,0j,0j,,0j,0j,,0.011244163877942496
986,0j,0j,,0j,0j,,0.011255579272742436
987,0j,0j,,0j,0j,,0.011266994667542378
988,0j,0j,,0j,0j,,0.01127841006234232
989,0j,0j,,0j,0j,,0.011289825457142261
990,0j,0j,,0j,0j,,0.011301240851942203
991,0j,0j,,0j,0j,,0.011312656246742145
992,0j,0j,,0j,0j,,0.011324071641542087
993,0j,0j,,0j,0j,,0.011335487036342028
994,0j,0j,,0j,0j,,0.01134690243114197
995,0j,0j,,0j,0j,,0.011358317825941912
996,0j,0j,,0j,0j,,0.011369733220741854
997,0j,0j,,0j,0j,,0.011381148615541795
998,0j,0j,,0j,0j,,0.011392564010341737
999,0j,0j,,0j,0j,,0.011403979405141679
1000,0j,0j,,0j,0j,,0.01141539479994162
1001,0j,0j,,0j,0j,,0.011426810194741562
1002,0j,0j,,0j,0j,,0.011438225589541502
1003,0j,0j,,0j,0j,,0.011449640984341444
1004,0j,0j,,0j,0j,,0.011461056379141386
1005,0j,0j,,0j,0j,,0.011472471773941327
1006,0j,0j,,0j,0j,,0.01148388716874127
1007,0j,0j,,0j,0j,,0.011495302563541211
1008,0j,0j,,0j,0j,,0.011506717958341153
1009,0j,0j,,0j,0j,,0.011518133353141094
1010,0j,0j,,0j,0j,,0.011529548747941036
1011,0j,0j,,0j,0j,,0.011540964142740978
1012,0j,0j,,0j,0j,,0.01155237953754092
1013,0j,0j,,0j,0j,,0.011563794932340861
1014,0j,0j,,0j,0j,,0.011575210327140803
1015,0j,0j,,0j,0j,,0.011586625721940745
1016,0j,0j,,0j,0j,,0.011598041116740686
1017,0j,0j,,0j,0j,,0.011609456511540626
1018,0j,0j,,0j,0j,,0.011620871906340568
1019,0j,0j,,0j,0j,,0.01163228730114051
1020,0j,0j,,0j,0j,,0.011643702695940452
1021,0j,0j,,0j,0j,,0.011655118090740393
1022,0j,0j,,0j,0j,,0.011666533485540335
1023,0j,0j,,0j,0j,,0.011677948880340277
1024,0j,0j,,0j,0j,,0.011689364275140219
1025,0j,0j,,0j,0j,,0.01170077966994016
1026,0j,0j,,0j,0j,,0.011712195064740102
1027,0j,0j,,0j,0j,,0.011723610459540044
1028,0j,0j,,0j,0j,,0.011735025854339986
1029,0j,0j,,0j,0j,,0.011746441249139927
1030,0j,0j,,0j,0j,,0.011757856643939869
1031,0j,0j,,0j,0j,,0.01176927203873981
1032,0j,0j,,0j,0j,,0.01178068743353975
1033,0j,0j,,0j,0j,,0.011792102828339692
1034,0j,0j,,0j,0j,,0.011803518223139634
1035,0j,0j,,0j,0j,,0.011814933617939576
1036,0j,0j,,0j,0j,,0.011826349012739518
1037,0j,0j,,0j,0j,,0.01183776440753946
1038,0j,0j,,0j,0j,,0.011849179802339401
1039,0j,0j,,0j,0j,,0.011860595197139343
1040,0j,0j,,0j,0j,,0.011872010591939285
1041,0j,0j,,0j,0j,,0.011883425986739226
1042,0j,0j,,0j,0j,,0.011894841381539168
1043,0j,0j,,0j,0j,,0.01190625677633911
1044,0j,0j,,0j,0j,,0.011917672171139052
1045,0j,0j,,0j,0j,,0.011929087565938993
1046,0j,0j,,0j,0j,,0.011940502960738935
1047,0j,0j,,0j,0j,,0.011951918355538875
1048,0j,0j,,0j,0j,,0.011963333750338817
1049,0j,0j,,0j,0j,,0.011974749145138758
1050,0j,0j,,0j,0j,,0.0119861645399387
1051,0j,0j,,0j,0j,,0.011997579934738642
1052,0j,0j,,0j,0j,,0.012008995329538584
1053,0j,0j,,0j,0j,,0.012020410724338525
1054,0j,0j,,0j,0j,,0.012031826119138467
1055,0j,0j,,0j,0j,,0.012043241513938409
1056,0j,0j,,0j,0j,,0.01205465690873835
1057,0j,0j,,0j,0j,,0.012066072303538292
1058,0j,0j,,0j,0j,,0.012077487698338234
1059,0j,0j,,0j,0j,,0.012088903093138176
1060,0j,0j,,0j,0j,,0.012100318487938118
1061,0j,0j,,0j,0j,,0.01211173388273806
1062,0j,0j,,0j,0j,,0.012123149277538001
1063,0j,0j,,0j,0j,,0.012134564672337941
1064,0j,0j,,0j,0j,,0.012145980067137883
1065,0j,0j,,0j,0j,,0.012157395461937824
1066,0j,0j,,0j,0j,,0.012168810856737766
1067,0j,0j,,0j,0j,,0.012180226251537708
1068,0j,0j,,0j,0j,,0.01219164164633765
1069,0j,0j,,0j,0j,,0.012203057041137591
1070,0j,0j,,0j,0j,,0.012214472435937533
1071,0j,0j,,0j,0j,,0.012225887830737475
1072,0j,0j,,0j,0j,,0.012237303225537417
1073,0j,0j,,0j,0j,,0.012248718620337358
1074,0j,0j,,0j,0j,,0.0122601340151373
1075,0j,0j,,0j,0j,,0.012271549409937242
1076,0j,0j,,0j,0j,,0.012282964804737184
1077,0j,0j,,0j,0j,,0.012294380199537125
1078,0j,0j,,0j,0j,,0.012305795594337065
1079,0j,0j,,0j,0j,,0.012317210989137007
1080,0j,0j,,0j,0j,,0.012328626383936949
1081,0j,0j,,0j,0j,,0.01234004177873689
1082,0j,0j,,0j,0j,,0.012351457173536832
1083,0j,0j,,0j,0j,,0.012362872568336774
1084,0j,0j,,0j,0j,,0.012374287963136716
1085,0j,0j,,0j,0j,,0.012385703357936657
1086,0j,0j,,0j,0j,,0.012397118752736599
1087,0j,0j,,0j,0j,,0.01240853414753654
1088,0j,0j,,0j,0j,,0.012419949542336483
1089,0j,0j,,0j,0j,,0.012431364937136424
1090,0j,0j,,0j,0j,,0.012442780331936366
1091,0j,0j,,0j,0j,,0.012454195726736308
1092,0j,0j,,0j,0j,,0.01246561112153625
1093,0j,0j,,0j,0j,,0.01247702651633619
1094,0j,0j,,0j,0j,,0.012488441911136131
1095,0j,0j,,0j,0j,,0.012499857305936073
